it,ground_truth,pred,mse
0,0.119235384740485,-0.38830238580703735,0.25759458853234946
10,0.119235384740485,-0.2746320962905884,0.15513159261376294
20,0.119235384740485,-0.17233005166053772,0.08501040370371883
30,0.119235384740485,-0.08167301118373871,0.04036418355284463
40,0.119235384740485,-0.005518242716789246,0.015563467563748372
50,0.119235384740485,0.05641862750053406,0.00394594499014293
60,0.119235384740485,0.10291269421577454,0.00026643022596547296
70,0.119235384740485,0.13143901526927948,0.00014892859808332448
80,0.119235384740485,0.14066088199615479,0.00045905193265271323
90,0.119235384740485,0.14036238193511963,0.0004463500104620992
100,0.119235384740485,0.13652923703193665,0.0002990773270785471
110,0.119235384740485,0.1336141973733902,0.0002067502527321939
120,0.119235384740485,0.1330679953098297,0.00019134111516314685
130,0.119235384740485,0.13128434121608734,0.00014517735215095943
140,0.119235384740485,0.1312897503376007,0.0001453077299489266
150,0.119235384740485,0.12525813281536102,3.627349437342276e-05
160,0.119235384740485,0.1174916923046112,3.0404633109235074e-06
170,0.119235384740485,0.11440674960613251,2.3315717260703376e-05
180,0.119235384740485,0.12075823545455933,2.3190742973566655e-06
190,0.119235384740485,0.12451069056987762,2.782885159362374e-05
200,0.119235384740485,0.1221490353345871,8.489359784511467e-06
210,0.119235384740485,0.1221761554479599,8.648132353942385e-06
220,0.119235384740485,0.12714235484600067,6.25201762495184e-05
230,0.119235384740485,0.12385882437229156,2.1376194028959566e-05
240,0.119235384740485,0.1266688108444214,5.5255823642682796e-05
250,0.119235384740485,0.13058783113956451,0.00012887803924397327
260,0.119235384740485,0.12239678204059601,9.994432889149133e-06
270,0.119235384740485,0.1317508965730667,0.00015663803643149266
280,0.119235384740485,0.12807467579841614,7.813306640682126e-05
290,0.119235384740485,0.1279280036687851,7.556162383264098e-05
300,0.119235384740485,0.12231718003749847,9.497462252694327e-06
310,0.119235384740485,0.12812010943889618,7.89383329665575e-05
320,0.119235384740485,0.12769299745559692,7.153121283882278e-05
330,0.119235384740485,0.12771563231945038,7.191459900054806e-05
340,0.119235384740485,0.12402428686618805,2.293358356956312e-05
350,0.119235384740485,0.12127761542797089,4.170706180909049e-06
360,0.119235384740485,0.12362021207809448,1.9226710780647405e-05
370,0.119235384740485,0.11984962224960327,3.772877176078107e-07
380,0.119235384740485,0.12289190292358398,1.3370125223333451e-05
390,0.119235384740485,0.12179875373840332,6.57086061948874e-06
400,0.119235384740485,0.12230022251605988,9.393230590590711e-06
410,0.119235384740485,0.12241587042808533,1.0115489209030484e-05
420,0.119235384740485,0.12004406750202179,6.539678088067576e-07
430,0.119235384740485,0.12000353634357452,5.900568853289956e-07
440,0.119235384740485,0.11965140700340271,1.7307452324316682e-07
450,0.119235384740485,0.1215590089559555,5.3992294947208915e-06
460,0.119235384740485,0.12164048850536346,5.784524119832533e-06
470,0.119235384740485,0.12082462012767792,2.5256691159062017e-06
480,0.119235384740485,0.11974884569644928,2.6364215329974545e-07
490,0.119235384740485,0.1209191083908081,2.8349253306573415e-06
500,0.119235384740485,0.12084577977657318,2.5933721722574335e-06
510,0.119235384740485,0.12200836837291718,7.689438225736705e-06
520,0.119235384740485,0.12344294786453247,1.7703587442844057e-05
530,0.119235384740485,0.12050515413284302,1.6123143097692327e-06
540,0.119235384740485,0.11984649300575256,3.734533118783228e-07
550,0.119235384740485,0.12082095444202423,2.5140312784391855e-06
560,0.119235384740485,0.12106738984584808,3.356242706076379e-06
570,0.119235384740485,0.12334069609642029,1.685358132917118e-05
580,0.119235384740485,0.12221680581569672,8.888871627716549e-06
590,0.119235384740485,0.12116548418998718,3.7252838849686035e-06
600,0.119235384740485,0.12298408150672913,1.4052727445249119e-05
610,0.119235384740485,0.12186263501644135,6.902444012512658e-06
620,0.119235384740485,0.12153571844100952,5.291535133768809e-06
630,0.119235384740485,0.12170197069644928,6.084046278160188e-06
640,0.119235384740485,0.12129281461238861,4.233017677801282e-06
650,0.119235384740485,0.1202424019575119,1.0140836753885934e-06
660,0.119235384740485,0.1224391758441925,1.0264277436195311e-05
670,0.119235384740485,0.12111970782279968,3.550673478543882e-06
680,0.119235384740485,0.1221211701631546,8.327757505692336e-06
690,0.119235384740485,0.12038891017436981,1.330620926619129e-06
700,0.119235384740485,0.12196938693523407,7.474768000892696e-06
